bit_count;stride;training_length;input;output;runtime
2;64;0;00;11;93872
2;64;0;00;11;93130
2;64;0;11;11;99980
2;64;0;00;11;97902
2;64;0;00;11;99573
2;64;0;10;11;90395
2;64;0;01;11;104947
2;64;0;10;11;94283
2;64;0;00;11;99239
2;64;0;01;11;98286
2;64;0;10;11;106671
2;64;0;01;11;100809
2;64;0;10;11;88781
2;64;0;11;11;102193
2;64;0;00;11;100523
2;64;0;10;11;88399
2;64;0;01;11;97463
2;64;0;10;11;102821
2;64;0;10;11;99110
2;64;0;00;11;83453
2;64;0;10;11;89079
2;64;0;11;11;113609
2;64;0;10;11;99786
2;64;0;01;11;98793
2;64;0;11;11;86205
2;64;0;01;11;92779
2;64;0;10;11;114687
2;64;0;10;11;88339
2;64;0;11;11;94699
2;64;0;00;11;106910
2;64;0;01;11;93454
2;64;0;11;11;108183
2;64;0;11;11;104947
2;64;0;10;11;103980
2;64;0;01;11;97667
2;64;0;00;11;98961
2;64;0;00;11;92373
2;64;0;10;11;100739
2;64;0;00;11;107669
2;64;0;10;11;86150
2;64;0;11;11;96837
2;64;0;01;11;95103
2;64;0;10;11;101278
2;64;0;00;11;93824
2;64;0;11;11;98703
2;64;0;11;11;93419
2;64;0;00;11;96630
2;64;0;11;11;98736
2;64;0;01;11;98053
2;64;0;01;11;105960
2;64;0;11;11;92163
2;64;0;10;11;96039
2;64;0;11;11;101779
2;64;0;01;11;106843
2;64;0;01;11;96432
2;64;0;11;11;92816
2;64;0;11;11;90563
2;64;0;11;11;91005
2;64;0;10;11;93797
2;64;0;01;11;84261
2;64;0;00;11;104675
2;64;0;01;11;91345
2;64;0;10;11;120032
2;64;0;01;11;94843
2;64;0;00;11;92370
2;64;10;11;11;96338
2;64;10;11;11;115153
2;64;10;10;11;117585
2;64;10;10;11;101612
2;64;10;01;11;105550
2;64;10;11;11;107173
2;64;10;01;11;103244
2;64;10;01;11;107714
2;64;10;00;11;104170
2;64;10;11;11;122649
2;64;10;11;11;124406
2;64;10;11;11;110721
2;64;10;00;11;110227
2;64;10;10;11;99252
2;64;10;11;11;115952
2;64;10;01;11;97878
2;64;10;00;11;101342
2;64;10;01;11;122599
2;64;10;10;11;111713
2;64;10;01;11;110164
2;64;10;11;11;114037
2;64;10;00;11;112256
2;64;10;10;11;112976
2;64;10;10;11;110350
2;64;10;01;11;112969
2;64;10;01;11;107057
2;64;10;01;11;111308
2;64;10;01;11;104216
2;64;10;11;11;111254
2;64;10;11;11;107382
2;64;10;01;11;99662
2;64;10;00;11;98510
2;64;10;10;11;105634
2;64;10;11;11;116685
2;64;10;10;11;108530
2;64;10;00;11;98948
2;64;10;00;11;96763
2;64;10;11;11;107174
2;64;10;00;11;126143
2;64;10;00;11;93659
2;64;10;10;11;106809
2;64;10;01;11;95529
2;64;10;10;11;107806
2;64;10;00;11;110944
2;64;10;01;11;96468
2;64;10;10;11;121657
2;64;10;01;11;110561
2;64;10;10;11;113746
2;64;10;11;11;103253
2;64;10;00;11;102453
2;64;10;10;11;99657
2;64;10;01;11;111655
2;64;10;10;11;106552
2;64;10;10;11;114187
2;64;10;00;11;108348
2;64;10;10;11;106713
2;64;10;11;11;109408
2;64;10;10;11;102865
2;64;10;01;11;113554
2;64;10;11;11;102702
2;64;10;01;11;108818
2;64;10;10;11;103813
2;64;10;10;11;100380
2;64;10;11;11;109030
2;64;10;00;11;126520
2;64;10;01;11;117479
2;64;10;11;11;128780
2;64;10;11;11;127684
2;64;10;10;11;125635
2;64;10;01;11;123306
2;64;10;00;11;181400
2;64;10;00;11;125257
2;64;10;10;11;118418
2;64;10;00;11;125472
2;64;10;10;11;237594
2;64;10;11;11;143336
2;64;10;01;11;112795
2;64;10;10;11;113799
2;64;10;00;11;107880
2;64;10;11;11;111407
2;64;10;11;11;100811
2;64;10;00;11;114156
2;64;10;11;11;106102
2;64;10;01;11;99506
2;64;10;01;11;105349
2;64;10;11;11;102269
2;64;10;10;11;109093
2;64;10;11;11;96297
2;64;10;01;11;102589
2;64;10;01;11;115270
2;64;10;11;11;106240
2;64;10;11;11;112625
2;64;10;11;11;101934
2;64;10;10;11;91511
2;64;10;01;11;96475
2;64;10;00;11;107727
2;64;10;01;11;113846
2;64;10;10;11;94487
2;64;10;01;11;105830
2;64;10;00;11;115989
2;64;20;11;11;106762
2;64;20;11;11;115969
2;64;20;10;11;114794
2;64;20;10;11;120819
2;64;20;01;11;118898
2;64;20;11;11;106942
2;64;20;01;11;105227
2;64;20;01;11;121889
