bit_count;stride;training_length;input;output;runtime
2;64;30;10;10;66226
2;64;30;01;11;71771
2;64;30;10;10;65584
2;64;30;10;10;65498
2;64;30;00;11;65201
2;64;30;10;11;65302
2;64;30;11;11;73738
2;64;30;10;10;66323
2;64;30;01;11;65130
2;64;30;11;11;64300
2;64;30;01;11;67479
2;64;30;10;10;74132
2;64;30;10;10;64804
2;64;30;11;11;63634
2;64;30;00;11;65352
2;64;30;01;11;65198
2;64;30;11;11;75019
2;64;30;11;11;64045
2;64;30;10;11;66807
2;64;30;01;11;64453
2;64;30;00;11;65992
2;64;30;00;01;65643
2;64;30;10;11;69405
2;64;30;00;00;76040
2;64;30;10;10;66236
2;64;30;11;11;66129
2;64;30;01;11;66230
2;64;30;10;11;65062
2;64;30;00;10;70261
2;64;30;11;11;64391
2;64;30;11;11;65173
2;64;30;00;11;65577
2;64;30;11;11;66809
2;64;30;01;11;71789
2;64;30;01;01;65913
2;64;30;11;11;64148
2;64;30;10;10;64195
2;64;30;11;11;63611
2;64;30;01;01;66083
2;64;30;01;11;69936
2;64;30;11;11;65403
2;64;30;11;11;78380
2;64;30;11;11;64263
2;64;30;10;10;66270
2;64;30;01;01;63627
2;64;30;00;11;65421
2;64;30;01;11;65481
2;64;30;10;11;64326
2;64;30;01;01;63602
2;64;30;00;10;66684
2;64;40;11;11;71471
2;64;40;11;11;69044
2;64;40;10;11;70821
2;64;40;10;10;77500
2;64;40;01;01;74789
2;64;40;11;11;70656
2;64;40;01;11;77799
2;64;40;01;01;72776
2;64;40;00;11;70861
2;64;40;11;11;69789
2;64;40;11;11;73549
2;64;40;11;11;68576
2;64;40;00;10;70603
2;64;40;10;11;78221
2;64;40;11;11;71701
2;64;40;01;11;82999
2;64;40;00;00;79927
2;64;40;01;11;75843
2;64;40;10;11;75445
2;64;40;01;11;74152
2;64;40;11;11;78798
2;64;40;00;11;79118
2;64;40;10;11;72074
2;64;40;10;11;70403
2;64;40;01;11;70821
2;64;40;01;01;69956
2;64;40;01;11;70946
2;64;40;01;11;73418
2;64;40;11;11;68185
2;64;40;11;11;75679
2;64;40;01;11;74455
2;64;40;00;01;72934
2;64;40;10;10;70518
2;64;40;11;11;72260
2;64;40;10;11;81049
2;64;40;00;10;73148
2;64;40;00;11;75417
2;64;40;11;11;70468
2;64;40;00;01;75909
2;64;40;00;11;70980
2;64;40;10;10;73839
2;64;40;01;11;75488
2;64;40;10;11;68794
2;64;40;00;11;77787
2;64;40;01;11;74935
2;64;40;10;11;74838
2;64;40;01;11;86338
2;64;40;10;11;74795
2;64;40;11;11;74588
2;64;40;00;11;78669
2;64;40;10;11;77829
2;64;40;01;01;71039
2;64;40;10;10;87131
2;64;40;10;10;85594
2;64;40;00;11;69924
2;64;40;10;11;80054
2;64;40;11;11;73872
2;64;40;10;11;74636
2;64;40;01;11;68677
2;64;40;11;11;77744
2;64;40;01;01;73871
2;64;40;10;11;74381
2;64;40;10;11;73793
2;64;40;11;11;73749
2;64;40;00;10;109831
2;64;40;01;11;72778
2;64;40;11;11;69479
